Date,Open,High,Low,Close,Adj Close,Volume
2021-03-01,33.549999,34.180000,33.549999,34.169998,33.909817,77800
2021-03-02,34.110001,34.410000,33.369999,33.650002,33.393780,80300
2021-03-03,33.990002,34.250000,33.450001,33.880001,33.622028,71700
2021-03-04,33.650002,33.959999,33.060001,33.230000,32.976978,107000
2021-03-05,33.580002,34.119999,32.779999,34.060001,33.800655,114900
2021-03-08,34.950001,36.340000,34.529999,36.060001,35.785427,129400
2021-03-09,36.330002,36.330002,35.689999,35.790001,35.517483,114400
2021-03-10,35.900002,36.840000,35.869999,36.790001,36.509872,102200
2021-03-11,36.720001,36.939999,36.349998,36.520000,36.241924,120900
2021-03-12,36.750000,36.860001,36.080002,36.139999,35.864819,117500
2021-03-15,36.000000,36.480000,35.200001,36.480000,36.202229,114200
2021-03-16,36.419998,36.500000,35.549999,36.049999,35.775501,72200
2021-03-17,36.230000,36.520000,35.580002,36.270000,35.993828,66000
2021-03-18,36.119999,36.959999,36.119999,36.810001,36.529716,91100
2021-03-19,36.820000,38.220001,36.730000,36.820000,36.539639,391600
2021-03-22,36.950001,37.130001,36.099998,36.549999,36.271698,113000
2021-03-23,36.240002,36.520000,35.270000,35.380001,35.110607,111400
2021-03-24,35.790001,36.160000,34.549999,34.650002,34.386166,119000
2021-03-25,34.389999,35.060001,33.709999,34.939999,34.673950,75700
2021-03-26,35.119999,35.290001,34.669998,35.240002,34.971672,54100
2021-03-29,34.959999,35.570000,34.910000,35.099998,34.832733,83300
2021-03-30,35.189999,35.680000,34.950001,35.110001,34.842663,87100
2021-03-31,35.349998,36.480000,34.980000,35.189999,34.922050,221800
2021-04-01,35.270000,36.340000,35.099998,36.139999,35.864819,111400
2021-04-05,36.580002,36.849998,36.200001,36.529999,36.251846,114000
2021-04-06,36.650002,36.930000,36.349998,36.660000,36.380856,66100
2021-04-07,36.549999,36.680000,35.570000,35.759998,35.487709,83300
2021-04-08,35.750000,35.790001,34.910000,35.320000,35.051060,116200
2021-04-09,35.380001,35.419998,35.090000,35.220001,34.951828,52600
2021-04-12,35.130001,35.340000,34.869999,35.230000,34.961750,43200
2021-04-13,35.119999,35.610001,34.959999,35.279999,35.011364,53900
2021-04-14,35.250000,36.389999,35.130001,36.099998,35.825123,84500
2021-04-15,36.290001,36.290001,35.250000,35.500000,35.229691,33800
2021-04-16,35.770000,35.910000,35.250000,35.830002,35.557182,52100
2021-04-19,35.700001,36.119999,35.299999,35.840000,35.567104,75500
2021-04-20,36.009998,36.139999,35.230000,35.990002,35.715961,104600
2021-04-21,36.080002,36.639999,35.830002,36.029999,35.755653,55000
2021-04-22,36.900002,38.209999,36.380001,37.689999,37.403011,184800
2021-04-23,38.340000,38.990002,37.770000,37.919998,37.631264,107400
2021-04-26,38.279999,38.279999,37.549999,37.770000,37.482407,172200
2021-04-27,37.930000,38.180000,37.630001,37.730000,37.442711,85500
2021-04-28,37.790001,38.299999,37.310001,38.230000,37.938904,63700
2021-04-29,38.340000,38.340000,37.590000,37.810001,37.522106,53000
2021-04-30,37.630001,37.630001,36.880001,37.180000,36.896900,76900
2021-05-03,37.220001,37.880001,37.220001,37.730000,37.442711,51300
2021-05-04,37.630001,37.959999,37.349998,37.630001,37.343475,87900
2021-05-05,38.560001,39.330002,38.389999,38.619999,38.325935,86800
2021-05-06,38.619999,38.750000,38.090000,38.529999,38.236622,56200
2021-05-07,38.500000,39.209999,38.439999,38.639999,38.445564,41800
2021-05-10,38.500000,38.619999,37.869999,37.869999,37.679436,74500
2021-05-11,37.750000,37.750000,36.840000,37.150002,36.963062,65700
2021-05-12,37.139999,37.369999,36.549999,36.580002,36.395931,58400
2021-05-13,36.500000,37.209999,36.500000,37.119999,36.933212,31000
2021-05-14,37.770000,38.130001,37.290001,38.049999,37.858532,85700
2021-05-17,37.919998,38.410000,37.630001,37.930000,37.739136,48700
2021-05-18,37.889999,38.290001,37.410000,37.439999,37.251598,104100
2021-05-19,37.169998,37.459999,36.709999,37.439999,37.251598,69900
2021-05-20,37.570000,38.209999,37.380001,37.950001,37.759037,62400
2021-05-21,38.139999,38.430000,38.029999,38.250000,38.057526,55300
2021-05-24,38.340000,38.610001,38.180000,38.250000,38.057526,56400
2021-05-25,38.230000,38.419998,37.220001,37.230000,37.042656,68800
2021-05-26,37.230000,37.700001,37.099998,37.490002,37.301350,60200
2021-05-27,37.970001,38.590000,37.930000,38.259998,38.067474,125700
2021-05-28,38.480000,38.480000,37.900002,38.360001,38.166973,44000
2021-06-01,38.599998,39.130001,38.389999,38.779999,38.584854,65500
2021-06-02,39.000000,39.000000,38.020000,38.080002,37.888382,47600
2021-06-03,37.880001,37.880001,37.360001,37.750000,37.560043,69700
2021-06-04,37.779999,38.240002,37.480000,38.040001,37.848583,71300
2021-06-07,38.040001,38.660000,38.009998,38.470001,38.276421,52000
2021-06-08,38.590000,39.020000,38.430000,38.720001,38.525162,58900
2021-06-09,39.580002,39.650002,38.580002,38.720001,38.525162,134900
2021-06-10,38.540001,38.570000,37.820000,37.820000,37.629688,84600
2021-06-11,37.810001,38.790001,37.770000,38.240002,38.047577,117600
2021-06-14,38.270000,38.689999,37.700001,37.740002,37.550095,65600
2021-06-15,37.970001,38.549999,37.740002,38.209999,38.017727,61700
2021-06-16,37.959999,38.450001,37.959999,38.119999,37.928177,90600
2021-06-17,38.099998,38.410000,37.540001,37.680000,37.490395,68300
2021-06-18,37.230000,37.250000,36.770000,37.000000,36.813812,139600
2021-06-21,37.340000,37.480000,36.910000,37.400002,37.211807,77200
2021-06-22,37.250000,37.570000,36.830002,36.889999,36.704369,110000
2021-06-23,37.009998,37.009998,36.369999,36.480000,36.296432,129000
2021-06-24,36.619999,37.410000,36.419998,37.310001,37.122257,57400
2021-06-25,37.150002,37.619999,36.799999,36.799999,36.614819,345800
2021-06-28,36.669998,36.910000,36.049999,36.869999,36.684467,114700
2021-06-29,36.840000,37.240002,36.709999,36.779999,36.594921,96500
2021-06-30,36.599998,37.369999,36.529999,36.970001,36.783966,79700
2021-07-01,37.070000,37.270000,36.500000,36.570000,36.385979,133400
2021-07-02,36.799999,36.799999,36.250000,36.619999,36.435726,65300
2021-07-06,36.750000,36.750000,35.639999,35.779999,35.599953,53700
2021-07-07,35.700001,35.830002,35.189999,35.299999,35.122368,85700
2021-07-08,34.660000,35.220001,34.169998,34.610001,34.435841,76200
2021-07-09,34.950001,35.130001,34.700001,34.830002,34.654736,43200
2021-07-12,34.720001,35.939999,34.630001,35.750000,35.570107,114500
2021-07-13,35.430000,35.720001,35.049999,35.330002,35.152222,48600
2021-07-14,35.560001,35.560001,35.070000,35.180000,35.002975,104900
2021-07-15,34.900002,35.599998,34.799999,35.240002,35.062672,82900
2021-07-16,35.529999,35.689999,34.980000,34.980000,34.803978,41000
2021-07-19,34.509998,35.139999,34.099998,35.080002,34.903477,109400
2021-07-20,35.369999,36.369999,35.169998,35.900002,35.719349,78400
2021-07-21,36.259998,36.639999,35.849998,35.950001,35.769100,87100
2021-07-22,35.840000,35.840000,35.360001,35.500000,35.321362,29600
2021-07-23,35.730000,35.939999,35.240002,35.840000,35.659653,36700
2021-07-26,36.049999,36.580002,36.049999,36.540001,36.356129,102600
2021-07-27,36.250000,36.540001,35.889999,36.500000,36.316334,46400
2021-07-28,36.919998,37.180000,35.180000,36.250000,36.067589,121900
2021-07-29,36.700001,37.860001,36.509998,37.150002,36.963062,116700
2021-07-30,36.869999,37.500000,36.830002,37.180000,36.992912,87700
2021-08-02,37.490002,37.689999,36.630001,36.730000,36.545174,63000
2021-08-03,36.860001,37.209999,36.389999,36.990002,36.803867,88500
2021-08-04,36.880001,37.310001,36.650002,36.930000,36.744167,64100
2021-08-05,37.060001,37.200001,36.580002,36.599998,36.415825,55400
2021-08-06,36.770000,37.330002,36.730000,37.009998,36.924648,69100
2021-08-09,37.040001,37.470001,36.759998,37.259998,37.174072,54100
2021-08-10,37.270000,37.990002,37.270000,37.919998,37.832550,76000
2021-08-11,38.049999,38.759998,37.810001,38.700001,38.610756,66700
2021-08-12,38.910000,39.880001,38.860001,39.480000,39.388954,262500
2021-08-13,39.450001,39.919998,38.669998,38.869999,38.780361,108100
2021-08-16,38.830002,40.020000,38.830002,39.480000,39.388954,106100
2021-08-17,39.400002,39.680000,38.750000,38.939999,38.850201,118200
2021-08-18,38.860001,40.830002,38.709999,39.470001,39.378979,125600
2021-08-19,39.369999,39.590000,39.090000,39.299999,39.209370,102200
2021-08-20,39.270000,40.169998,39.080002,40.110001,40.017502,181300
2021-08-23,40.259998,41.709999,40.200001,41.330002,41.234692,115000
2021-08-24,41.299999,42.580002,41.299999,42.369999,42.272289,152900
2021-08-25,42.529999,44.119999,42.529999,43.540001,43.439594,167400
2021-08-26,43.540001,45.590000,43.540001,44.779999,44.676731,261500
2021-08-27,44.840000,45.889999,44.840000,45.400002,45.295303,208600
2021-08-30,45.669998,45.830002,45.099998,45.290001,45.185558,230000
2021-08-31,45.200001,46.500000,44.889999,46.230000,46.123390,179500
2021-09-01,46.169998,47.680000,45.939999,47.200001,47.091152,211500
2021-09-02,47.639999,48.610001,47.580002,48.180000,48.068893,206100
2021-09-03,48.450001,48.520000,47.500000,48.230000,48.118774,139700
2021-09-07,48.029999,48.080002,46.290001,46.709999,46.602280,136700
2021-09-08,46.470001,47.139999,46.400002,46.610001,46.502514,126500
2021-09-09,46.639999,47.840000,46.299999,46.299999,46.193226,174400
2021-09-10,46.369999,46.439999,45.770000,46.099998,45.993687,109500
2021-09-13,46.099998,46.230000,45.299999,45.580002,45.474888,148000
2021-09-14,45.500000,45.529999,45.009998,45.169998,45.065830,164700
2021-09-15,45.020000,45.700001,45.020000,45.270000,45.165604,136000
2021-09-16,45.700001,46.180000,45.590000,46.000000,45.893921,171900
2021-09-17,46.119999,46.200001,45.450001,45.759998,45.654472,281500
2021-09-20,44.970001,45.959999,44.630001,44.910000,44.806435,216900
2021-09-21,45.000000,45.250000,42.560001,42.650002,42.551647,256600
2021-09-22,42.860001,43.959999,42.450001,43.419998,43.319866,180600
2021-09-23,43.599998,44.169998,43.500000,43.900002,43.798763,168400
2021-09-24,43.759998,44.720001,43.500000,44.200001,44.098072,144300
2021-09-27,44.250000,45.330002,44.250000,44.950001,44.846340,151900
2021-09-28,45.040001,45.290001,44.410000,44.470001,44.367447,128000
2021-09-29,44.599998,45.070000,44.130001,44.779999,44.676731,179700
2021-09-30,44.980000,45.860001,44.480000,44.590000,44.487171,168800
2021-10-01,44.910000,45.410000,44.290001,45.160000,45.055855,84500
2021-10-04,45.150002,45.150002,44.450001,44.639999,44.537056,75200
2021-10-05,44.669998,45.549999,43.869999,45.020000,44.916180,131900
2021-10-06,44.529999,45.310001,44.150002,45.169998,45.065830,69500
2021-10-07,45.389999,45.959999,45.279999,45.669998,45.564678,46300
2021-10-08,45.730000,45.970001,45.400002,45.660000,45.554703,32100
2021-10-11,45.660000,46.150002,45.389999,45.570000,45.464912,32200
2021-10-12,45.779999,46.049999,45.209999,45.619999,45.514793,143900
2021-10-13,45.810001,45.919998,45.169998,45.250000,45.145649,27900
2021-10-14,45.560001,45.980000,44.849998,44.950001,44.846340,81000
2021-10-15,45.610001,45.630001,44.160000,44.160000,44.058163,110500
2021-10-18,44.150002,45.310001,44.000000,45.020000,44.916180,111100
2021-10-19,45.279999,45.279999,44.049999,44.150002,44.048187,43200
2021-10-20,43.950001,44.630001,43.810001,43.990002,43.888557,39600
2021-10-21,44.150002,44.540001,44.080002,44.240002,44.137981,91100
2021-10-22,44.400002,44.880001,43.910000,44.230000,44.128002,110900
2021-10-25,44.540001,44.959999,43.380001,43.970001,43.868603,105300
2021-10-26,43.990002,44.740002,43.740002,44.369999,44.267677,79700
2021-10-27,43.930000,44.459999,43.779999,43.959999,43.858624,93100
2021-10-28,45.700001,50.669998,45.700001,50.220001,50.104187,309000
2021-10-29,50.869999,52.439999,50.500000,51.450001,51.331352,198500
2021-11-01,51.509998,52.000000,49.590000,50.779999,50.662895,177600
2021-11-02,50.779999,50.779999,48.480000,48.619999,48.507877,152300
2021-11-03,48.369999,49.110001,48.220001,48.299999,48.188614,83200
2021-11-04,48.389999,48.720001,48.009998,48.439999,48.328293,71100
2021-11-05,48.970001,50.110001,48.910000,49.000000,48.887001,192600
2021-11-08,49.369999,50.639999,49.060001,49.869999,49.869999,175100
2021-11-09,50.049999,50.790001,49.400002,49.490002,49.490002,197100
2021-11-10,49.360001,50.070000,48.509998,48.779999,48.779999,134900
2021-11-11,48.860001,50.639999,48.849998,49.970001,49.970001,89900
2021-11-12,49.619999,50.730000,49.619999,50.419998,50.419998,86000
2021-11-15,50.450001,51.360001,50.189999,50.470001,50.470001,168500
2021-11-16,50.540001,51.700001,50.349998,51.570000,51.570000,115700
2021-11-17,51.310001,52.259998,51.209999,51.860001,51.860001,228600
2021-11-18,51.990002,52.599998,51.360001,51.740002,51.740002,127200
2021-11-19,51.480000,52.759998,51.480000,51.759998,51.759998,206400
2021-11-22,51.930000,53.320000,51.540001,52.639999,52.639999,210300
2021-11-23,52.939999,54.470001,52.939999,54.119999,54.119999,237600
2021-11-24,54.029999,55.020000,53.830002,53.860001,53.860001,175800
2021-11-26,52.900002,53.180000,51.919998,52.950001,52.950001,106400
2021-11-29,53.130001,53.259998,51.020000,51.150002,51.150002,160300
2021-11-30,51.000000,52.599998,50.810001,51.740002,51.740002,325400
2021-12-01,52.669998,53.430000,52.000000,52.070000,52.070000,200100
2021-12-02,52.080002,54.299999,52.040001,53.880001,53.880001,168100
2021-12-03,53.959999,54.029999,52.790001,53.259998,53.259998,179700
2021-12-06,53.580002,54.730000,52.980000,54.509998,54.509998,159200
2021-12-07,54.959999,56.560001,54.950001,55.459999,55.459999,186500
2021-12-08,55.830002,57.869999,55.619999,57.540001,57.540001,233500
2021-12-09,57.080002,58.330002,55.330002,55.439999,55.439999,215400
2021-12-10,55.299999,56.820000,55.299999,56.230000,56.230000,152000
2021-12-13,55.950001,57.270000,55.430000,56.160000,56.160000,202200
2021-12-14,55.990002,57.540001,55.520000,55.630001,55.630001,268900
2021-12-15,55.720001,58.209999,55.599998,57.529999,57.529999,276800
2021-12-16,57.779999,58.689999,57.590000,58.330002,58.330002,503800
2021-12-17,58.070000,60.110001,57.560001,59.419998,59.419998,483000
2021-12-20,59.259998,59.549999,56.000000,59.240002,59.240002,336000
2021-12-21,59.639999,60.970001,59.240002,60.889999,60.889999,190500
2021-12-22,60.880001,63.090000,60.880001,63.080002,63.080002,201500
2021-12-23,63.099998,63.900002,62.459999,62.660000,62.660000,255200
2021-12-27,63.090000,64.110001,62.099998,63.799999,63.799999,189400
2021-12-28,64.400002,66.290001,64.129997,64.989998,64.989998,142900
2021-12-29,65.199997,66.330002,64.830002,65.910004,65.910004,134300
2021-12-30,65.910004,66.330002,64.410004,64.489998,64.489998,129700
2021-12-31,64.870003,65.379997,64.419998,64.440002,64.440002,204200
2022-01-03,64.639999,65.160004,61.049999,61.740002,61.740002,180800
2022-01-04,61.959999,62.990002,61.389999,61.500000,61.500000,146400
2022-01-05,61.470001,61.650002,58.810001,59.119999,59.119999,230900
2022-01-06,58.919998,59.869999,58.160000,59.470001,59.470001,115900
2022-01-07,59.200001,59.459999,57.759998,57.970001,57.970001,108200
2022-01-10,57.430000,57.570000,56.389999,57.400002,57.400002,122900
2022-01-11,57.360001,57.360001,56.340000,57.320000,57.320000,117100
2022-01-12,57.330002,58.360001,56.990002,57.830002,57.830002,210500
2022-01-13,58.279999,58.470001,57.349998,58.189999,58.189999,81100
